rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
CELLULAR RESPONSE TO ESTROGEN STIMULUS%GOBP%GO:0071391	CELLULAR RESPONSE TO ESTROGEN STIMULUS	0.815338221333408	0.891529867929258	1	BCAS3,EGFR,ESR1,H2AFZ,KAT5,NCOA3,NRIP1,PELP1,RAMP3,RARA,RUVBL2,SERPINB9,SFRP1,TRIM24,WBP2,ZNF703
FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035337	FATTY-ACYL-COA METABOLIC PROCESS	0.815358418851634	0.891529867929258	-1	ACACA,ACLY,ACOT11,ACOT13,ACOT1,ACOT2,ACOT4,ACOT7,ACOT8,ACOT9,ACSF2,ACSF3,ACSL1,ACSL3,ACSL4,ACSL5,AGK,DGAT1,DGAT2,ELOVL1,ELOVL2,ELOVL3,ELOVL4,ELOVL5,ELOVL6,ELOVL7,FAR1,FAR2,FASN,HSD17B12,HSD17B4,MCEE,MLYCD,PPT1,PPT2,SCD,SLC25A1,TECR,THEM4
EFFECTS OF PIP2 HYDROLYSIS%REACTOME%R-HSA-114508.1	EFFECTS OF PIP2 HYDROLYSIS	0.815467941362089	0.891529867929258	1	ABHD12,ABHD6,DAGLA,DAGLB,DGKA,DGKD,DGKE,DGKG,DGKQ,DGKZ,ITPR1,ITPR2,ITPR3,MGLL,PRKCD,PRKCE,PRKCH,PRKCQ,RASGRP1,RASGRP2,TRPC6
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	0.816268121225666	0.89198659768511	-1	COX10,COX15,COX4I1,COX4I2,COX5A,COX8A,CYCS,NDUFA10,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFB10,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PMPCB,SDHAF2,SDHC,TAZ,UQCR10,UQCRC1,UQCRC2
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	0.816268121225666	0.89198659768511	-1	COX10,COX15,COX4I1,COX4I2,COX5A,COX8A,CYCS,NDUFA10,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFB10,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PMPCB,SDHAF2,SDHC,TAZ,UQCR10,UQCRC1,UQCRC2
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032720	NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION	0.817270446421025	0.89285468349118	1	CD34,GAS6,GSTP1,HAVCR2,IL10,IRAK3,LGALS9,LILRB1,MC1R,NFKBIL1,NLRC3,PTPN22,RARA,SLAMF1,TLR4,TNFAIP3,TRIM27,ZC3H12A
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732	NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION	0.817445306150232	0.89285468349118	1	CAV1,CBLC,CD300A,ERRFI1,FGFR1OP,GNB2L1,GPRC5A,HYAL2,IBTK,MVP,NF2,NTF3,PIBF1,PPP2CA,PPP2R1A,PRKCD,PRKCZ,PTK6,PTPN2,PTPN6,SAMSN1,SEMA4D,SFRP1,SFRP2,SH3BP5L,SH3BP5,SNX6,SOCS1,SOCS4,SOCS5,ZFYVE28,ZGPAT
BMP RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BMP RECEPTOR SIGNALING	BMP RECEPTOR SIGNALING	0.817746374408506	0.892974446773333	1	BAMBI,BMP2,BMP4,BMP6,BMP7,BMPR1A,BMPR1B,BMPR2,CHRDL1,CHRD,CTDSP1,CTDSP2,CTDSPL,FST,GREM1,GSK3B,MAP3K7,MAPK1,NOG,NUP214,PPM1A,PPP1CA,PPP1R15A,RGMA,RGMB,SKI,SMAD1,SMAD4,SMAD5,SMAD6,SMAD7,SMAD9,SMURF1,SMURF2,SOSTDC1,TAB1,TAB2,XIAP,ZFYVE16
NUCLEOSOME ORGANIZATION%GOBP%GO:0034728	NUCLEOSOME ORGANIZATION	0.820926411414971	0.896237235958539	-1	ANP32B,ANP32E,APITD1,ARID1A,ARID2,ASF1A,ASF1B,ATRX,BRD2,CABIN1,CASC5,CENPA,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPT,CENPW,CHAF1A,CHAF1B,CTCF,DAXX,H2AFX,H2AFY,H3F3A,H3F3B,HAT1,HIRA,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BJ,HIST1H2BK,HIST1H2BN,HIST1H3D,HIST1H3E,HIST1H3G,HIST1H3H,HIST1H4C,HIST1H4H,HIST1H4J,HIST2H2BE,HIST2H2BF,HIST2H4A,HIST3H2A,HJURP,HMGA1,HMGB2,IPO4,ITGB3BP,NASP,NFE2,NPM1,OIP5,PAF1,PSME4,RBBP4,RBBP7,RNF8,RSF1,RUVBL1,SART3,SETD2,SET,SMARCA4,SMARCA5,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SOX9,SPTY2D1,STRA13,SUPT16H,UBN1,VPS72,ZNHIT1
MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007126	MEIOTIC NUCLEAR DIVISION	0.822015219456317	0.897215956659738	1	APITD1,ATM,BCL2L11,CCNA1,CCNB1IP1,CDK2,CYP26B1,DMC1,DPEP3,ERCC4,ESPL1,FANCM,GOLGA2,HSPA2,ING2,KIAA0430,KLHDC3,MEI1,MLH3,MRE11A,MSH2,MSH5,MSH6,PIM2,PLD6,PTTG1,RAD21,RAD50,RAD51C,RAD51,RAD54B,RAD54L,REC8,RNF212,SGOL1,SMC1A,SMC3,SPIRE1,SPIRE2,STAG3,STRA13,SYCE2,SYCP2,TDRKH,TOP2A,TOP2B,TOP3A,TRIP13,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6,XRCC2,XRCC3,ZW10
POSITIVE REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043547	POSITIVE REGULATION OF GTPASE ACTIVITY	0.82238176487824	0.897251388703052	-1	ABR,ADAP1,AGRN,ALDH1A1,ALS2,AMPH,ANKRD27,ARAP1,ARFGAP1,ARFGAP3,ARFGEF1,ARFGEF2,ARHGAP15,ARHGAP18,ARHGAP1,ARHGAP21,ARHGAP23,ARHGAP26,ARHGAP27,ARHGAP29,ARHGAP4,ARHGAP5,ARHGAP8,ARHGAP9,ARHGEF10L,ARHGEF10,ARHGEF11,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF1,ARHGEF2,ARHGEF3,ARHGEF4,ARHGEF6,ARHGEF7,ARRB1,ASAP3,AXIN1,AXIN2,BCAS3,BCR,BNIP2,C15orf62,CAV2,CCL11,CCL13,CCL14,CCL18,CCL19,CCL20,CCL21,CCL22,CCL25,CCL2,CCL3L1,CCL3,CCL4L2,CCL4,CCL5,CCL7,CCL8,CCR7,CD40,CDC42EP1,CDC42EP2,CDC42EP3,CDC42EP4,CDC42EP5,CDKL5,CHN2,CORO1C,CX3CL1,CXCL13,CYTH1,CYTH2,CYTH3,CYTH4,DAB2IP,DENND1A,DENND1B,DENND1C,DENND2A,DENND2C,DENND2D,DENND3,DENND4A,DENND4B,DENND5A,DENND5B,DEPDC5,DIS3,DLC1,DOCK1,DOCK2,DOCK4,DOCK5,DOCK7,ECT2,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EPHA1,EPHA2,EPS8L1,EPS8L2,ERBB2,ERRFI1,EVI5L,EVI5,EZH2,F11R,FARP1,FARP2,FGD1,FGD2,FGD3,FGD4,FGD5,FGD6,FNBP1L,FNBP1,FNIP1,FOXJ1,FZD10,GAPVD1,GBF1,GMIP,GNAQ,GNAS,GNB2L1,GPR65,GSK3B,HERC1,HERC2,HRAS,IQGAP1,ITGA6,ITGB1,ITSN1,JUN,KALRN,KNDC1,LIMS1,LLGL1,LLGL2,LRRK2,MADD,MLLT4,NCK1,NCK2,NCKAP1L,NDEL1,NET1,NF1,NGEF,NPRL2,NPRL3,NTF3,OCRL,OPHN1,PGAM5,PIN1,PIP5K1A,PKP4,PLCB1,PLCE1,PLXNB1,PREX2,PTGIR,RAB3GAP1,RAB3GAP2,RAB3IL1,RAB3IP,RABGAP1L,RABGAP1,RABGEF1,RABIF,RACGAP1,RALBP1,RALGAPA1,RALGAPA2,RALGAPB,RALGPS1,RANGAP1,RANGRF,RAP1A,RAP1GAP,RAP1GDS1,RAPGEF1,RAPGEF2,RAPGEF3,RAPGEF5,RAPGEF6,RAPGEFL1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRP1,RASGRP2,RASGRP3,RASGRP4,RCBTB2,RCC1,RGL1,RGL2,RGP1,RGS10,RGS11,RGS12,RGS14,RGS16,RGS19,RGS1,RGS3,RGS5,RGS6,RHOG,RIC8B,RIN2,RIN3,RINL,RP2,RSU1,RTN4R,S100A10,SBF1,SBF2,SCRIB,SEMA4D,SERGEF,SFRP1,SGSM2,SGSM3,SH3BGRL3,SIPA1L1,SIPA1,SNX13,SNX18,SNX9,SOS1,SPATA13,SRGAP3,ST5,STXBP5,SYDE1,SYDE2,SYNGAP1,TAX1BP3,TBC1D10B,TBC1D15,TBC1D20,TBC1D25,TBC1D2,TBC1D7,TBCD,TBXA2R,THY1,TIAM1,TIAM2,TRAPPC1,TRAPPC4,TRIO,TRIP10,TSC1,USP6NL,VAV1,VAV2,VAV3,WNT11,XCL1,XCL2
SIGNALING BY WNT%REACTOME%R-HSA-195721.2	SIGNALING BY WNT	0.822432355432851	0.897251388703052	1	AES,AKT1,AKT2,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,APC,ARRB2,ASH2L,AXIN1,AXIN2,BCL9L,BCL9,BTRC,CALM1,CALM2,CALM3,CAV1,CBY1,CCDC88C,CDC73,CHD8,CLTA,CLTB,CLTC,CREBBP,CSNK1A1,CSNK1E,CSNK1G2,CSNK2A1,CSNK2A2,CSNK2B,CTBP1,CTBP2,CTNNB1,CTNNBIP1,CUL1,CUL3,DAAM1,DACT1,DKK2,DVL1,DVL2,DVL3,EP300,FRAT1,FRAT2,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,GNAO1,GNB1,GNB2,GNB4,GNB5,GNG10,GNG11,GNG12,GNG2,GNG4,GNG5,GNG7,GNGT2,GSK3B,H2AFX,H2AFZ,H3F3A,H3F3B,HDAC1,HIST1H2AC,HIST1H2AE,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BJ,HIST1H2BK,HIST1H2BN,HIST1H3D,HIST1H3E,HIST1H3G,HIST1H3H,HIST1H4C,HIST1H4H,HIST1H4J,HIST2H2AA3,HIST2H2BE,HIST2H4A,ITPR1,ITPR2,ITPR3,KAT5,KLHL12,KREMEN1,KREMEN2,LEF1,LEO1,LGR4,LGR5,LGR6,LRP5,LRP6,MAP3K7,MEN1,MOV10,MYC,NFATC1,NFATC2,NFATC3,NLK,PARD6A,PDE6B,PDE6G,PFN1,PIP5K1B,PLCB1,PLCB2,PLCB3,PORCN,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP3CA,PPP3CB,PPP3R1,PRICKLE1,PRKCA,PRKCB,PRKG1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PYGO2,RAC1,RAC2,RAC3,RBBP5,RBX1,RHOA,RNF146,RNF43,ROR1,ROR2,RPS27A,RSPO1,RSPO3,RSPO4,RUVBL1,SCRIB,SFRP1,SFRP2,SKP1,SMARCA4,SMURF1,SMURF2,SNX3,SOX13,SOX17,SOX2,SOX4,SOX6,SOX7,SOX9,TCF7L1,TCF7L2,TCF7,TLE1,TLE2,TLE3,TLE4,TMED5,TNKS2,TNKS,TNRC6A,TNRC6B,TNRC6C,TRRAP,UBA52,UBB,UBC,USP34,USP8,VANGL2,VPS26A,VPS29,VPS35,WLS,WNT10A,WNT11,WNT2B,WNT2,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT9A,XIAP,XPO1,YWHAZ,ZNRF3
PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%HUMANCYC%PWY-841	PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.822651384513989	0.897280502398353	-1	ADSL,ADSSL1,ADSS,AK1,AK2,AK3,AK5,AK7,ATIC,ATP5A1,ATP5B,ATP5C1,ATP5D,ATP5EP2,ATP5E,ATP5F1,ATP5H,ATP5I,ATP5J2,ATP5L,ATP5S,GART,GMPS,GUK1,IMPDH1,IMPDH2,NME1,NME2,NME3,NME4,NME5,NME6,NME7,PAICS,PFAS,PPAT,RRM1,RRM2B,RRM2
SIGNALING EVENTS MEDIATED BY PTP1B%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PTP1B	SIGNALING EVENTS MEDIATED BY PTP1B	0.823068231527544	0.897525315585786	1	AKT1,BCAR1,CAPN1,CAV1,CDH2,CRK,CSF1R,CSF1,CSK,DOK1,EGFR,FCGR2A,FER,FGR,FYN,GRB2,HCK,INSR,IRS1,ITGA2B,ITGB3,JAK2,LAT,LCK,LEPR,LYN,NOX4,PDGFB,PDGFRB,PIK3CA,PIK3R1,PRLR,PTPN1,RHOA,SHC1,SOCS3,SPRY2,SRC,STAT3,STAT5A,STAT5B,TRPV6,TXN,TYK2,YBX1,YES1
ST_GAQ_PATHWAY%MSIGDB_C2%ST_GAQ_PATHWAY	ST_GAQ_PATHWAY	0.823395554601232	0.897672414633033	-1	ADRBK1,AKT1,AKT2,AKT3,DAG1,GNAQ,IKBKG,ITPKB,ITPR1,ITPR2,ITPR3,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBIE,NFKBIL1,PDK1,PHKA2,PIK3CB,PLD1,PLD2,PLD3,VN1R1
ANTIGEN PRESENTATION: FOLDING, ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC%REACTOME DATABASE ID RELEASE 55%983170	ANTIGEN PRESENTATION: FOLDING, ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC	0.823723145098435	0.897819736421541	-1	B2M,CALR,CANX,ERAP1,ERAP2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HSPA5,PDIA3,SAR1B,SEC13,SEC23A,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,TAP1,TAP2,TAPBP
TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 55%157579	TELOMERE MAINTENANCE	0.825162613548045	0.899178601308486	-1	ACD,APEX1,DKC1,DNA2,FEN1,H2AFX,H2AFZ,HIST1H2AC,HIST1H2AE,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BJ,HIST1H2BK,HIST1H2BN,HIST1H4C,HIST1H4H,HIST1H4J,HIST2H2AA3,HIST2H2BE,HIST2H4A,LIG1,NHP2,PCNA,POLA1,POLA2,POLD1,POLD2,POLD3,POLD4,POLE2,POLE,POT1,PRIM1,PRIM2,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RUVBL1,RUVBL2,TERF1,TERF2IP,TERF2,TINF2,WRAP53
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147	NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION	0.825620889305316	0.89918758056836	-1	B4GALT7,CD300A,CDC73,DAB2IP,EMD,FTH1,GSTP1,MED25,MORC3,MYC,NF1,PARP10,PEX2,SFRP1,SKI,TP53,TRIM32
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS	0.825889763673353	0.89918758056836	1	AAK1,AHI1,ANGPT1,ANXA2,APOC1,APOC2,ARF1,ARF6,ARRB1,ARRB2,ATAD1,ATXN2,B2M,BICD1,CBL,CCL19,CCL21,CD63,DAB2,DLG4,FLOT1,GREM1,HAMP,HFE,HIP1,HNRNPK,LDLRAP1,MAGI2,MTMR2,NEDD4L,NTF3,PICALM,PICK1,PIK3CB,PPT1,PROM2,RAB21,RAC1,RSPO1,SCYL2,SERPINE1,SFRP4,SRC,TBC1D5,TNK2,UBQLN2,UNC119,VEGFA,WASL
ACTIN FILAMENT BUNDLE ORGANIZATION%GOBP%GO:0061572	ACTIN FILAMENT BUNDLE ORGANIZATION	0.826098411581039	0.89918758056836	1	ADD1,ADD2,AIF1,ARRB1,BAIAP2L1,BAIAP2L2,BAIAP2,CORO1B,CUL3,DPYSL3,EPS8,EZR,FSCN1,FSCN2,HSP90B1,ITGB1,ITGB5,KCTD13,LCP1,LIMA1,MYO1B,NEDD9,PAWR,PDCD10,PDXP,PHACTR1,RHOD,SHROOM1,SHROOM2,SORBS1,SPIRE1,SPIRE2,SRC,TNFAIP1,ZYX
ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0051017	ACTIN FILAMENT BUNDLE ASSEMBLY	0.826098411581039	0.89918758056836	1	ADD1,ADD2,AIF1,ARRB1,BAIAP2L1,BAIAP2L2,BAIAP2,CORO1B,CUL3,DPYSL3,EPS8,EZR,FSCN1,FSCN2,HSP90B1,ITGB1,ITGB5,KCTD13,LCP1,LIMA1,MYO1B,NEDD9,PAWR,PDCD10,PDXP,PHACTR1,RHOD,SHROOM1,SHROOM2,SORBS1,SPIRE1,SPIRE2,SRC,TNFAIP1,ZYX
MAPK1 MAPK3 SIGNALING%REACTOME DATABASE ID RELEASE 55%5684996	MAPK1 MAPK3 SIGNALING	0.826134613143835	0.89918758056836	-1	AKAP9,ANGPT1,APBB1IP,ARAF,ARRB1,ARRB2,BRAF,BRAP,BTC,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CDK1,CNKSR1,CNKSR2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG4,DUSP10,DUSP16,DUSP1,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EGFR,ERBB2,FGF18,FGF1,FGF2,FGF7,FGF9,FGFR4,FN1,FRS2,FRS3,FYN,GRIN2A,GRIN2D,HBEGF,HRAS,IL17RD,IL2RA,IL2RB,IL2RG,IL3RA,IL6R,IL6,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,JAK1,JAK2,JAK3,KBTBD7,KIT,KRAS,KSR1,KSR2,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK3,MARK3,NCAM1,NF1,NRAS,NRG2,NRG3,NRG4,PAQR3,PDGFB,PDGFRA,PDGFRB,PEA15,PEBP1,PHB,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK2,PTPN11,PTPRA,RAF1,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RPS27A,SHC1,SHC2,SOS1,SPRED1,SPRED2,SPTAN1,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SPTB,SYNGAP1,TEK,TLN1,TYK2,UBA52,UBB,UBC,VCL,VWF,WDR83,YWHAB
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.1	E2F MEDIATED REGULATION OF DNA REPLICATION	0.826723052089078	0.899428763727742	-1	CCNA1,CCNB1,CCNE1,CDC25A,CDC45,CDC6,CDK1,CDT1,DHFR,E2F1,FBXO5,MCM8,PCNA,POLA1,POLA2,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R3B,PRIM1,PRIM2,RB1,RRM2,TFDP1,TK2,TYMS
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 55%3769402	DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX	0.826741808974182	0.899428763727742	-1	AKT1,AKT2,APC,ASH2L,BCL9L,BCL9,BTRC,CBY1,CHD8,CTBP1,CTNNB1,CTNNBIP1,HDAC1,LEF1,MEN1,PYGO2,RBBP5,RPS27A,SOX13,SOX17,SOX2,SOX4,SOX6,SOX7,SOX9,TCF7L1,TCF7L2,TCF7,TLE1,TLE2,TLE3,TLE4,UBA52,UBB,UBC,XIAP,XPO1,YWHAZ
COFACTOR TRANSPORT%GOBP%GO:0051181	COFACTOR TRANSPORT	0.827900769049857	0.90047961940256	-1	ABCB6,ABCB7,ABCG2,FLVCR1,FLVCR2,FOLR1,FOLR2,FOLR3,MFSD3,PDPN,PPT1,SLC19A1,SLC19A2,SLC25A17,SLC25A26,SLC25A32,SLC25A42,SLC33A1,SLC46A1,SLC48A1
REGULATION OF CELL JUNCTION ASSEMBLY%GOBP%GO:1901888	REGULATION OF CELL JUNCTION ASSEMBLY	0.829444256786628	0.901948125386858	1	ACE2,ACE,ACVRL1,AGT,APOD,ARHGAP6,BCAS3,CAV1,CLASP1,CLASP2,COL16A1,CORO1C,DAPK3,DLC1,EFNA5,EPHA3,FLOT1,GPM6B,IKBKB,ITGB1BP1,KDR,LIMS1,MACF1,MYO1C,PHLDB2,PKP2,PPM1F,PRKACA,PRKCH,PTEN,PTK2,PTPRJ,RAC1,RAP1A,RAP1B,RAPGEF1,RAPGEF2,RCC2,ROCK1,ROCK2,S100A10,SFRP1,SLC9A1,SNAI1,SNAI2,SRC,TEK,THBS1,TNF,TSC1,VEGFA
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010596	NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION	0.830625325782288	0.90302194005462	1	ACVRL1,ANGPT2,APOE,CCDC23,CSNK2B,CXCL13,DAB2IP,DLL4,FGF2,HDAC5,HMGB1,ITGB1BP1,KLF4,KRIT1,MAP2K5,MMRN2,NOTCH1,NR2F2,PDCD10,PTPRM,RHOA,SLIT2,SP100,STARD13,STC1,SYNJ2BP,TGFB1,THBS1,VASH1
TIE2 SIGNALING%REACTOME DATABASE ID RELEASE 55%210993	TIE2 SIGNALING	0.832044883833451	0.904354469497448	1	ANGPT1,ANGPT2,DOK2,GRB14,GRB7,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PTPN11,SHC1,SOS1,TEK
